0;Nome;0;Empresa;Departamento;0.00
17817;Chastity Y. Barrera;27;Yahoo;Asset Management;9239.00
17822;Wing K. Avery;26;Lavasoft;Advertising;7692.00
17850;Mohammad M. Rhodes;21;Yahoo;Media Relations;5765.00
17870;Minerva T. Wood;45;Macromedia;Advertising;2237.00
17878;Nero F. Roy;64;Sibelius;Sales and Marketing;7221.00
17879;Bruce C. Vang;50;Apple Systems;Public Relations;7631.00
17880;Walter F. Chang;21;Altavista;Quality Assurance;8473.00
17902;Shana O. Christensen;39;Google;Finances;5413.00
17906;Montana K. Welch;52;Cakewalk;Payroll;7258.00
17909;Erich C. Hendrix;50;Borland;Legal Department;4660.00
17925;Signe S. Curtis;60;Lycos;Human Resources;2400.00
17938;Calvin R. Cabrera;23;Lycos;Customer Service;1078.00
17950;Florence I. Silva;18;Adobe;Public Relations;7064.00
17954;Irma X. Simmons;27;Microsoft;Advertising;2177.00
17961;Madonna P. Solomon;45;Adobe;Human Resources;7405.00
17962;Odessa I. Farley;42;Macromedia;Sales and Marketing;8691.00
17963;Jaquelyn E. Graves;21;Finale;Customer Service;3540.00
17978;Noelle P. Terrell;27;Cakewalk;Human Resources;3159.00
17982;Shafira H. Kaufman;62;Cakewalk;Accounting;2773.00
17995;Barry I. Vaughan;23;Finale;Customer Relations;5339.00
17998;Ronan S. Church;59;Apple Systems;Sales and Marketing;2676.00
18001;Isadora B. Massey;43;Cakewalk;Customer Relations;4222.00
18006;Merrill N. Moran;41;Lycos;Quality Assurance;1574.00
18016;Tad B. Ray;68;Apple Systems;Payroll;1082.00
18019;Chaney Z. Chase;70;Finale;Customer Service;3996.00
18020;Dora F. Haney;53;Yahoo;Sales and Marketing;9430.00
18028;Jescie W. Moon;23;Lavasoft;Accounting;7714.00
18035;Wang X. Marquez;22;Finale;Sales and Marketing;9064.00
18040;Mufutau C. Knapp;44;Google;Accounting;4527.00
18074;Hadassah S. Vang;64;Adobe;Advertising;5948.00
18075;Lester H. Golden;54;Adobe;Human Resources;6500.00
18081;Naomi Y. Schultz;24;Finale;Asset Management;2153.00
18097;Maxine V. Koch;42;Cakewalk;Human Resources;4392.00
18106;Harrison A. Warren;27;Adobe;Quality Assurance;4450.00
18109;Yvette J. Brock;70;Chami;Legal Department;7282.00
18112;Nathan C. Morton;36;Chami;Public Relations;3373.00
18115;Arsenio H. Diaz;35;Borland;Public Relations;9391.00
18120;Salvador N. Britt;54;Lycos;Accounting;1163.00
18122;Nora Z. Oneil;50;Yahoo;Human Resources;6539.00
18134;Jada K. Byers;62;Lycos;Asset Management;7594.00
18135;Serina V. William;60;Lavasoft;Tech Support;9804.00
18140;Evangeline P. Mejia;53;Cakewalk;Payroll;3560.00
18152;Zeph N. Rocha;61;Apple Systems;Asset Management;4964.00
18156;Zenaida Y. Mendoza;19;Finale;Advertising;6681.00
18162;Iliana X. Justice;64;Cakewalk;Sales and Marketing;8154.00
18198;Jerry Q. Cooke;32;Chami;Legal Department;9472.00
18204;Mari E. Pacheco;27;Apple Systems;Research and Development;1800.00
18205;Coby O. Kidd;41;Apple Systems;Legal Department;8758.00
18209;Mercedes Q. Hudson;32;Sibelius;Customer Service;7756.00
18219;Samantha B. Hyde;22;Altavista;Finances;1741.00
18236;Paul U. Washington;34;Lavasoft;Finances;6261.00
18242;Bruno I. Ingram;23;Sibelius;Media Relations;8482.00
18277;Bruno K. Mccarthy;28;Sibelius;Customer Relations;5898.00
18281;Bianca U. Jefferson;64;Microsoft;Public Relations;9459.00
18294;Shad Q. Hall;38;Google;Accounting;4321.00
18295;Brenna O. Carey;28;Adobe;Human Resources;9253.00
18300;Dexter S. Wolf;48;Finale;Human Resources;3509.00
18302;August U. Phillips;45;Altavista;Customer Relations;2799.00
18303;Keith L. Buckley;36;Finale;Asset Management;9114.00
18309;Teagan M. Vargas;45;Google;Customer Relations;1527.00
18321;Ruby T. Mercado;27;Yahoo;Public Relations;9411.00
18328;Quemby G. Arnold;23;Microsoft;Tech Support;7307.00
18330;Imogene Q. Mcbride;28;Sibelius;Sales and Marketing;7524.00
18344;Tobias P. Pollard;18;Altavista;Advertising;2582.00
18352;Summer A. Hayden;37;Adobe;Tech Support;8100.00
18359;Aphrodite N. Harrell;44;Apple Systems;Tech Support;5992.00
18360;Whitney B. Benson;46;Yahoo;Human Resources;3503.00
18361;Velma D. Cantrell;31;Chami;Finances;5870.00
18362;Amy W. Lynn;44;Google;Customer Relations;9710.00
18364;Forrest H. Gibbs;32;Altavista;Quality Assurance;5757.00
18365;Xenos N. House;38;Macromedia;Customer Relations;5297.00
18383;Donovan T. Buchanan;18;Borland;Finances;6340.00
18391;Stewart G. England;60;Cakewalk;Media Relations;4364.00
18398;Rachel F. Glover;22;Chami;Media Relations;3427.00
18407;Dane A. Dixon;24;Lavasoft;Tech Support;6662.00
18412;Florence M. Buck;35;Finale;Asset Management;6881.00
18414;Charlotte S. Woodward;28;Sibelius;Accounting;8671.00
18417;Xena F. Oneal;68;Sibelius;Payroll;6776.00
18420;Sigourney E. Morgan;31;Adobe;Sales and Marketing;4199.00
18424;Hilda O. Mclean;54;Lycos;Research and Development;7505.00
18427;Harrison O. Gardner;42;Chami;Sales and Marketing;4542.00
18429;Shea R. Adams;54;Borland;Media Relations;3463.00
18442;Maxine B. Owens;64;Cakewalk;Advertising;3916.00
18449;Zeph G. Marshall;51;Chami;Public Relations;6917.00
18451;Grace P. Robles;65;Microsoft;Media Relations;1912.00
18464;Kitra L. Avery;47;Finale;Quality Assurance;2854.00
18478;Lacy S. Estes;38;Lavasoft;Human Resources;1498.00
18487;Channing T. Grimes;22;Lycos;Quality Assurance;8444.00
18489;Drew X. Bender;40;Lavasoft;Human Resources;7852.00
18493;Damon Q. Webster;63;Cakewalk;Human Resources;5736.00
18499;Michael J. Ramos;51;Lycos;Advertising;6861.00
18539;Ray J. Watson;66;Yahoo;Customer Relations;4781.00
18567;Tamekah R. Marshall;42;Lycos;Asset Management;9306.00
18569;Deanna L. Stein;40;Lavasoft;Payroll;1942.00
18589;Denise P. Heath;53;Sibelius;Media Relations;3753.00
18593;Judah O. Fischer;50;Adobe;Accounting;3988.00
18595;Bernard W. Roberson;42;Altavista;Research and Development;8919.00
18596;Penelope Y. Norris;42;Lavasoft;Research and Development;7521.00
18602;Brody H. Pruitt;56;Google;Asset Management;7773.00
18605;Jillian N. Kirk;58;Chami;Advertising;9800.00
18606;Jacob G. Farmer;56;Yahoo;Asset Management;5673.00
18616;Stephanie D. Cote;43;Altavista;Customer Relations;1397.00
18624;Abel R. Hoover;20;Macromedia;Tech Support;7638.00
18627;Bruno C. Hurley;42;Microsoft;Finances;5262.00
18652;Aileen Y. Crane;59;Borland;Human Resources;3680.00
18654;Calvin O. Adams;40;Google;Human Resources;4291.00
18659;Steven J. Carey;47;Sibelius;Payroll;5658.00
18669;Quintessa N. Briggs;30;Apple Systems;Quality Assurance;8970.00
18683;Tanner Y. Love;51;Sibelius;Research and Development;5641.00
18685;Summer X. Hamilton;53;Apple Systems;Asset Management;7825.00
18690;Zahir H. Clemons;45;Altavista;Research and Development;6891.00
18697;Shelly L. Osborne;46;Borland;Legal Department;7952.00
18699;Len U. Sykes;47;Sibelius;Research and Development;7364.00
18700;Isabella D. Lamb;27;Borland;Payroll;9833.00
18704;Shelley V. Fry;70;Apple Systems;Customer Relations;1788.00
18707;Camille O. Leblanc;24;Lavasoft;Customer Service;6124.00
18709;Quail O. Cleveland;45;Borland;Legal Department;1866.00
18724;Ora V. Jones;20;Borland;Research and Development;4721.00
18728;Lucian F. Small;39;Microsoft;Research and Development;4166.00
18735;Elmo K. Jefferson;44;Sibelius;Customer Service;7055.00
18738;Fay B. Bright;63;Macromedia;Finances;1065.00
18763;Mariko S. Adkins;37;Finale;Quality Assurance;3620.00
18765;Theodore R. Battle;57;Lycos;Asset Management;3074.00
18768;Brennan B. Pate;50;Adobe;Advertising;9375.00
18769;Samuel S. Parks;31;Chami;Advertising;1412.00
18773;Kaitlin M. Tucker;48;Altavista;Customer Service;4135.00
18802;Quail Q. Vega;68;Lavasoft;Customer Relations;8993.00
18806;Uriel K. Miranda;36;Lavasoft;Payroll;3016.00
18819;Kai A. Merritt;69;Lycos;Tech Support;7013.00
18821;Bruce Q. Little;19;Cakewalk;Customer Service;2629.00
18847;Yael W. Downs;66;Lavasoft;Tech Support;4269.00
18849;Heidi A. Barker;38;Finale;Finances;6896.00
18851;Kelsie L. Sherman;65;Finale;Accounting;6439.00
18853;Cedric K. Cherry;65;Google;Finances;1012.00
18865;Kimberly Y. Branch;61;Lycos;Tech Support;5551.00
18870;Nasim C. Beck;62;Borland;Payroll;5890.00
18899;Sharon M. Martinez;38;Altavista;Customer Relations;6840.00
18900;Tobias D. Alford;60;Adobe;Asset Management;8781.00
18906;Ivor X. Tucker;59;Altavista;Payroll;4677.00
18914;Leandra N. Schroeder;46;Finale;Sales and Marketing;6889.00
18916;Herman U. Hood;45;Chami;Accounting;5036.00
18922;Hedda K. Ruiz;38;Macromedia;Research and Development;2207.00
18931;Joseph R. Duffy;22;Borland;Public Relations;6412.00
18933;Macey F. Key;69;Altavista;Sales and Marketing;9860.00
18963;Alika M. Sanchez;19;Google;Asset Management;3076.00
18965;Blaze A. Hudson;55;Microsoft;Accounting;3577.00
18970;Hannah Y. Mcintosh;59;Macromedia;Sales and Marketing;4702.00
18972;Illiana G. Fuller;30;Cakewalk;Human Resources;4328.00
18975;Myles C. Cortez;64;Borland;Accounting;1750.00
18977;Jessamine Q. Martin;31;Sibelius;Payroll;5904.00
18984;Fiona N. Dyer;38;Sibelius;Customer Relations;7385.00
18991;Emily L. Curry;60;Macromedia;Public Relations;2230.00
19004;Addison C. Melton;39;Google;Customer Service;7501.00
19009;Dora Y. Huber;60;Lycos;Human Resources;5118.00
19011;Stuart A. Young;38;Macromedia;Advertising;8670.00
19018;Kylan K. Davenport;31;Borland;Customer Service;5691.00
19047;Harper B. Moore;58;Adobe;Advertising;1577.00
19053;Jillian N. Dunn;47;Yahoo;Advertising;5685.00
19056;Baxter F. Dotson;24;Macromedia;Accounting;6562.00
19058;Geraldine R. Duffy;48;Macromedia;Advertising;3951.00
19070;Kathleen D. Noble;64;Borland;Quality Assurance;3182.00
19072;Zia I. Little;21;Apple Systems;Research and Development;9825.00
19076;Kessie M. Dillard;51;Lavasoft;Advertising;9861.00
19102;Tate F. Hicks;61;Sibelius;Sales and Marketing;6700.00
19104;Judah Z. Acosta;19;Chami;Finances;9113.00
19108;Desiree Y. Flowers;47;Microsoft;Quality Assurance;1787.00
19116;Christian M. Campbell;51;Microsoft;Tech Support;3352.00
19119;Conan I. Evans;58;Cakewalk;Human Resources;9057.00
19122;Hilel V. Hurst;20;Cakewalk;Advertising;6060.00
19124;Maya W. Mosley;19;Yahoo;Sales and Marketing;6583.00
19128;Jackson L. Mcdaniel;57;Lavasoft;Accounting;1640.00
19133;Molly N. Robinson;46;Finale;Advertising;6548.00
19139;Shad T. Marquez;58;Microsoft;Human Resources;9433.00
19142;Aurora U. Dixon;23;Google;Customer Service;9021.00
19144;Matthew V. Stevens;61;Apple Systems;Customer Service;1643.00
19149;Brynn A. Moody;24;Cakewalk;Sales and Marketing;3999.00
19152;Leroy P. Warner;23;Macromedia;Customer Relations;7758.00
19160;Jerome P. Houston;57;Microsoft;Customer Service;8624.00
19161;Bruno M. Kennedy;59;Google;Advertising;1325.00
19176;Guy W. Thomas;56;Finale;Human Resources;8509.00
19186;Owen T. Harrington;64;Chami;Finances;1345.00
19195;Eugenia C. Barton;60;Lycos;Research and Development;6110.00
19208;Talon E. Mcmahon;58;Macromedia;Quality Assurance;1889.00
19212;Victoria M. Lara;57;Cakewalk;Payroll;6262.00
19213;Regan U. Salinas;61;Lavasoft;Legal Department;9472.00
19217;Dana Y. Yates;51;Google;Payroll;2334.00
19219;Mona C. Hayden;21;Sibelius;Human Resources;2573.00
19224;Sharon T. Cooley;57;Microsoft;Sales and Marketing;7516.00
19246;Bo L. Harding;61;Yahoo;Customer Relations;4477.00
19268;Myles B. Morrow;20;Chami;Human Resources;1097.00
19278;Forrest C. Solis;36;Finale;Customer Service;3584.00
19280;Oleg A. Weaver;63;Microsoft;Advertising;5256.00
19291;Tucker Q. Meyers;28;Adobe;Customer Relations;8172.00
19298;Cedric Z. Manning;65;Microsoft;Customer Service;1462.00
19312;Judah F. Hall;27;Finale;Finances;1732.00
19317;Maya O. Lindsey;23;Apple Systems;Legal Department;3429.00
19323;Clark P. Bradshaw;30;Chami;Sales and Marketing;6809.00
19327;Abbot E. Aguilar;56;Chami;Finances;7996.00
19338;Tatum X. Neal;33;Altavista;Advertising;9528.00
19364;Lee F. Tate;35;Apple Systems;Customer Service;8474.00
19383;Bevis X. Craig;43;Lavasoft;Human Resources;3449.00
19384;Finn S. Moss;60;Borland;Public Relations;8182.00
19385;Vielka F. Parsons;42;Lycos;Customer Service;1166.00
19390;Walker Y. Herring;25;Lavasoft;Legal Department;4173.00
19395;Ori F. Abbott;53;Google;Tech Support;9965.00
19398;Kalia M. Terrell;43;Lavasoft;Customer Service;2513.00
19421;Prescott Z. Santiago;40;Google;Customer Relations;6851.00
19422;Cheryl G. Bullock;46;Apple Systems;Finances;4166.00
19425;Brandon W. Rodriquez;33;Yahoo;Research and Development;3290.00
19432;Ezra V. Gilbert;56;Altavista;Asset Management;6273.00
19436;Oprah W. Guthrie;69;Chami;Media Relations;8326.00
19438;Garth S. Bishop;42;Apple Systems;Customer Relations;5492.00
19447;Uma S. Ellison;40;Lycos;Human Resources;4047.00
19449;Lysandra H. Bentley;50;Sibelius;Tech Support;4238.00
19452;Colleen S. Carpenter;33;Google;Finances;9550.00
19470;Kyla M. Washington;25;Lavasoft;Customer Relations;2002.00
19485;Seth J. Clayton;69;Apple Systems;Quality Assurance;3072.00
19486;Geoffrey M. Acevedo;36;Macromedia;Sales and Marketing;9968.00
19488;Galena V. Hyde;48;Sibelius;Human Resources;3284.00
19489;Colby T. King;39;Sibelius;Accounting;7602.00
19491;Nasim P. Sherman;49;Adobe;Finances;1192.00
19518;Reagan F. Mullen;25;Lavasoft;Customer Relations;3576.00
19519;Dexter E. Pope;58;Sibelius;Research and Development;4932.00
19523;Fleur L. Reilly;20;Google;Finances;9781.00
19524;Kellie I. Williamson;18;Sibelius;Legal Department;4609.00
19566;Alice O. Benjamin;31;Lavasoft;Tech Support;1239.00
19569;Wesley B. Leonard;55;Macromedia;Asset Management;6281.00
19583;Molly A. Maxwell;70;Macromedia;Advertising;5496.00
19585;Delilah Y. Cardenas;54;Sibelius;Legal Department;3073.00
19590;Cyrus N. Kent;25;Yahoo;Customer Service;4142.00
19594;Ivory C. Anthony;42;Sibelius;Media Relations;2277.00
19603;Steel Q. Tucker;51;Apple Systems;Research and Development;3622.00
19604;Beck B. Juarez;48;Lycos;Customer Relations;7963.00
19605;Kirsten K. Miller;19;Yahoo;Research and Development;7444.00
19607;Wallace C. Harris;30;Yahoo;Research and Development;4130.00
19610;Hayden N. Freeman;66;Finale;Quality Assurance;2375.00
19613;Eve G. Gregory;18;Borland;Tech Support;2674.00
19614;Tatum C. Ward;31;Finale;Public Relations;9309.00
19615;Palmer H. Key;60;Lycos;Quality Assurance;1221.00
19624;Lani F. Sanders;58;Yahoo;Sales and Marketing;5657.00
19641;Octavia B. Hammond;47;Finale;Public Relations;9821.00
19646;Nasim Y. Paul;59;Google;Customer Service;2040.00
19648;Rhoda Q. Johnson;44;Microsoft;Media Relations;8905.00
19658;Malachi F. Goodman;53;Sibelius;Media Relations;3395.00
19659;Kalia I. Hamilton;24;Google;Public Relations;4173.00
19664;Oleg W. Mendez;65;Lycos;Public Relations;4942.00
19675;Nigel C. Ray;23;Lycos;Quality Assurance;7396.00
19679;Matthew J. Salazar;59;Lavasoft;Advertising;4154.00
19684;Keelie M. Calderon;40;Chami;Legal Department;7655.00
19685;Dana R. Conner;62;Cakewalk;Quality Assurance;1029.00
19688;Alvin W. Goodman;42;Microsoft;Accounting;1165.00
19699;Galena G. Cross;38;Macromedia;Customer Relations;6386.00
19702;Montana W. Arnold;43;Chami;Public Relations;5141.00
19709;August Z. Rodriquez;38;Macromedia;Customer Service;6214.00
19712;Kyla O. Hyde;28;Lavasoft;Finances;7870.00
19713;Tatiana T. Vaughan;35;Lavasoft;Customer Service;4674.00
19742;Christine A. Rose;19;Sibelius;Payroll;6222.00
19747;Angelica C. Fry;18;Apple Systems;Payroll;6359.00
19775;Catherine D. Clay;40;Chami;Quality Assurance;9049.00
19781;Karina Q. Smith;44;Microsoft;Quality Assurance;2697.00
19783;Kyla I. Gibbs;63;Sibelius;Asset Management;9457.00
19786;Heidi Z. Mayer;65;Apple Systems;Advertising;9441.00
19812;Michelle L. Hubbard;35;Macromedia;Legal Department;9743.00
19818;Solomon K. Carrillo;20;Borland;Payroll;5655.00
19823;Josephine F. Schroeder;28;Sibelius;Customer Relations;8305.00
19826;Donna Z. King;60;Finale;Legal Department;4466.00
19827;Timon S. Macdonald;49;Finale;Human Resources;3118.00
19842;Kylie L. Drake;68;Adobe;Finances;1224.00
19852;Basia J. Norman;24;Adobe;Asset Management;9359.00
19854;Victor E. Hancock;53;Adobe;Quality Assurance;1783.00
19856;Tyrone F. Robles;19;Apple Systems;Human Resources;6493.00
19861;Iona F. Craft;61;Macromedia;Sales and Marketing;3726.00
19862;Shaeleigh A. Barr;27;Borland;Research and Development;9682.00
19868;Nadine L. Mason;52;Finale;Legal Department;6049.00
19874;Nora Y. Swanson;64;Cakewalk;Accounting;7210.00
19881;Darrel H. Welch;32;Macromedia;Customer Relations;2697.00
19884;Vanna B. Castaneda;33;Lycos;Asset Management;5514.00
19890;Ella B. Mullen;43;Borland;Research and Development;1168.00
19894;Ann M. Moran;29;Macromedia;Quality Assurance;1149.00
19896;Dakota L. Sweeney;22;Altavista;Advertising;1373.00
19902;Dolan F. Walters;62;Google;Tech Support;7796.00
19907;Lee X. Mcintosh;64;Microsoft;Legal Department;4367.00
19911;Jade G. Cortez;22;Yahoo;Customer Service;6601.00
19914;Nerea J. Hyde;43;Google;Public Relations;4129.00
19917;Eden M. Trevino;47;Google;Legal Department;7343.00
19919;Hanae Z. Conner;19;Lycos;Customer Service;3759.00
19921;Lynn S. Wong;25;Borland;Sales and Marketing;4614.00
19932;Ralph D. Sharpe;51;Lavasoft;Human Resources;4982.00
19937;Charles O. Walter;51;Apple Systems;Finances;8909.00
19938;Jamalia E. Osborne;62;Microsoft;Customer Relations;7596.00
19952;Victor W. Slater;31;Adobe;Advertising;7914.00
19953;Herman C. Rutledge;54;Altavista;Legal Department;4626.00
19962;Jessica L. Sharpe;68;Chami;Tech Support;2027.00
19972;Maya L. French;59;Adobe;Customer Relations;5062.00
19990;Brian E. Mullen;70;Google;Research and Development;5745.00
19995;Flavia T. Witt;48;Lycos;Customer Relations;1401.00
19996;Bryar K. Jordan;52;Sibelius;Legal Department;3887.00
20001;Burton O. Cole;27;Lavasoft;Finances;3607.00
20009;Shaine F. Goodwin;38;Microsoft;Advertising;6942.00
20039;Yetta E. Rollins;42;Borland;Public Relations;2689.00
20076;Cassady G. Dyer;66;Lycos;Sales and Marketing;2720.00
20083;Kyle K. Houston;32;Borland;Accounting;2238.00
20084;Xaviera K. Graves;69;Macromedia;Quality Assurance;7819.00
20085;Tanek M. Lowe;25;Apple Systems;Sales and Marketing;9626.00
20091;Yoko A. Velazquez;33;Apple Systems;Asset Management;9865.00
20103;Kamal M. Marshall;54;Borland;Customer Relations;7258.00
20117;Marshall K. Price;62;Cakewalk;Finances;5580.00
20127;Vance U. Talley;67;Sibelius;Sales and Marketing;1590.00
20129;Austin X. Hurley;35;Finale;Media Relations;2380.00
20135;Bethany F. Gilbert;66;Google;Customer Service;6398.00
20146;Todd O. Cohen;25;Macromedia;Advertising;4564.00
20147;Nicholas U. Marsh;67;Finale;Legal Department;8385.00
20150;Samson Z. Buckner;21;Lycos;Public Relations;1912.00
20151;Veronica O. Mullins;49;Adobe;Payroll;3737.00
20154;Neville E. Carrillo;32;Apple Systems;Payroll;4274.00
20158;Rafael Y. Roman;26;Yahoo;Asset Management;1631.00
20163;Damian V. Sawyer;33;Cakewalk;Finances;1521.00
20164;William B. Finley;39;Macromedia;Media Relations;4403.00
20186;Dominic D. Mason;32;Google;Media Relations;4604.00
20188;Mohammad B. Shelton;60;Altavista;Advertising;3929.00
20195;Erin A. Ellison;68;Sibelius;Asset Management;1426.00
20197;Zelenia A. Bridges;36;Finale;Advertising;4343.00
20200;Kennan P. Franco;35;Microsoft;Asset Management;9405.00
20216;Willow I. Ray;32;Sibelius;Tech Support;7280.00
20223;Murphy Z. Roth;18;Lavasoft;Quality Assurance;6810.00
20226;Iliana U. Swanson;35;Lycos;Payroll;5655.00
20235;Hope W. Foley;31;Apple Systems;Customer Relations;8739.00
20239;Elaine X. Herman;47;Sibelius;Accounting;2077.00
20240;Gregory R. Barry;42;Microsoft;Research and Development;4808.00
20249;Ignatius B. Dotson;59;Lycos;Payroll;9576.00
20259;Zane Q. Good;63;Sibelius;Public Relations;5077.00
20263;Bethany D. Wise;46;Cakewalk;Tech Support;6701.00
20266;Maxwell P. Hensley;38;Apple Systems;Human Resources;5297.00
20267;Garth V. Morris;45;Chami;Advertising;3999.00
20272;Chantale Q. Harmon;58;Lycos;Tech Support;9081.00
20275;Mary C. Fischer;41;Altavista;Quality Assurance;2977.00
20287;Elmo A. Skinner;65;Adobe;Quality Assurance;1571.00
20289;Maite L. Decker;66;Yahoo;Customer Service;7418.00
20294;Aline F. Wise;26;Macromedia;Finances;4914.00
20297;Jerome M. Harrison;42;Cakewalk;Accounting;1758.00
20304;Jael I. Spencer;47;Adobe;Customer Relations;3448.00
20305;Vera G. Patel;59;Lavasoft;Asset Management;8456.00
20310;Kareem I. George;34;Lycos;Sales and Marketing;8757.00
20314;Leah S. Mcintyre;57;Macromedia;Customer Service;7163.00
20322;Bree Q. Juarez;65;Yahoo;Sales and Marketing;6705.00
20324;Ariel U. Strong;29;Lavasoft;Customer Relations;7517.00
20336;Jonah A. Alexander;42;Cakewalk;Customer Service;3351.00
20358;Regina P. Ray;66;Chami;Payroll;3125.00
20361;Jakeem T. Miles;61;Altavista;Customer Relations;5804.00
20365;Kevin T. Oneil;34;Cakewalk;Media Relations;9288.00
20366;Genevieve Q. Sargent;58;Lycos;Customer Service;2351.00
20367;Baker M. Chapman;44;Lycos;Accounting;9069.00
20371;Shea V. Beck;21;Chami;Payroll;5986.00
20376;Alyssa M. Tanner;38;Finale;Human Resources;6076.00
20381;Leslie D. Collier;31;Cakewalk;Asset Management;7792.00
20394;Raya I. Wilson;53;Finale;Legal Department;4138.00
20397;Erica J. Delgado;56;Chami;Accounting;1753.00
20399;Fatima I. Gill;58;Borland;Customer Relations;4626.00
20401;Hyacinth W. Livingston;50;Chami;Customer Relations;7671.00
20405;Roary V. Benton;60;Chami;Media Relations;4144.00
20437;Sara U. Norton;44;Lavasoft;Finances;8877.00
20439;Clio C. Collier;40;Cakewalk;Media Relations;1266.00
20441;Yetta P. Miles;19;Microsoft;Asset Management;7152.00
20447;Odette J. Baker;62;Sibelius;Sales and Marketing;9383.00
20458;Elliott P. Davis;70;Altavista;Research and Development;6290.00
20473;Kiara C. Good;53;Altavista;Quality Assurance;3830.00
20485;Mona J. Byrd;49;Sibelius;Payroll;8263.00
20499;Amity P. Jacobs;26;Lavasoft;Tech Support;9985.00
20507;Josiah C. Bowen;46;Adobe;Customer Service;4979.00
20510;Baxter N. Valenzuela;35;Sibelius;Accounting;3551.00
20520;Sybil W. Henson;61;Chami;Advertising;9861.00
20522;Yoko N. Williamson;60;Chami;Advertising;6418.00
20523;Maia X. Hebert;29;Adobe;Quality Assurance;9115.00
20527;Adrian W. Alston;21;Cakewalk;Research and Development;1204.00
20534;Madaline L. Weiss;63;Google;Human Resources;6293.00
20537;Veronica V. Hobbs;25;Microsoft;Asset Management;7401.00
20540;Ishmael P. Mccray;64;Altavista;Tech Support;5526.00
20542;Cairo K. Lloyd;40;Lycos;Research and Development;9682.00
20548;Astra V. Hodge;34;Borland;Accounting;7028.00
20553;Holmes N. Holman;20;Macromedia;Customer Service;7533.00
20560;Irma P. Hahn;32;Altavista;Media Relations;3008.00
20561;Yvette J. Contreras;40;Cakewalk;Tech Support;1668.00
20607;Skyler N. Reese;52;Finale;Customer Relations;4428.00
20608;Ryan M. Munoz;23;Altavista;Customer Service;3498.00
20610;Haley G. Crawford;60;Yahoo;Payroll;9146.00
20617;Tad Z. Kidd;54;Finale;Media Relations;6734.00
20618;Samuel Q. Cameron;22;Microsoft;Public Relations;9113.00
20620;Hakeem G. Cross;25;Borland;Finances;9119.00
20623;Bianca R. Blair;53;Chami;Asset Management;8355.00
20627;Dana Q. Hurst;31;Adobe;Accounting;8716.00
20636;Fiona P. Blackburn;33;Borland;Asset Management;6435.00
20637;Ginger U. Bradley;27;Lycos;Accounting;1643.00
20655;Hammett T. Holden;48;Adobe;Payroll;5386.00
20656;Rosalyn A. Perez;53;Apple Systems;Legal Department;7682.00
20665;Martha D. Hall;37;Adobe;Advertising;8467.00
20674;Aline W. Santiago;69;Apple Systems;Finances;7362.00
20678;Addison X. Hewitt;21;Google;Human Resources;7119.00
20696;Flynn W. Hart;46;Adobe;Payroll;3787.00
20698;Hedwig W. Woodard;62;Cakewalk;Accounting;9039.00
20721;Yoshio C. Casey;40;Lavasoft;Public Relations;6073.00
20722;Ashton I. Dennis;63;Sibelius;Customer Relations;3176.00
20727;Marvin F. Craft;35;Lavasoft;Accounting;9332.00
20731;Alisa Y. Patrick;64;Microsoft;Customer Service;2235.00
20736;Lane C. Rivera;36;Chami;Customer Relations;8458.00
20740;Hall W. Ross;40;Adobe;Accounting;8615.00
20751;Wayne Q. Waller;26;Lavasoft;Accounting;4314.00
20753;Doris H. Schneider;22;Finale;Media Relations;7921.00
20757;Kellie M. Pickett;41;Borland;Media Relations;3341.00
20758;Jack J. Salinas;41;Macromedia;Accounting;4389.00
20761;Wade F. Clemons;54;Apple Systems;Public Relations;7208.00
20771;Julian R. Hancock;67;Yahoo;Media Relations;2690.00
20772;Ora M. Downs;64;Sibelius;Legal Department;7135.00
20777;Kelsie R. Wilkins;65;Adobe;Quality Assurance;3877.00
20782;Cathleen B. Alvarado;49;Lavasoft;Media Relations;9012.00
20784;Mira D. Whitaker;26;Sibelius;Sales and Marketing;5792.00
20792;Logan S. Talley;25;Yahoo;Asset Management;6843.00
20798;Eden D. Bishop;39;Borland;Legal Department;8215.00
20802;Omar K. Freeman;37;Adobe;Human Resources;9409.00
20808;Wang D. Franco;28;Finale;Media Relations;1957.00
20813;Amaya R. Snyder;40;Borland;Media Relations;7546.00
20820;Justine X. Hartman;66;Sibelius;Customer Service;8491.00
20824;Colby Y. Fulton;54;Chami;Quality Assurance;5500.00
20826;Samuel T. Torres;35;Yahoo;Accounting;7076.00
20836;Finn I. Vazquez;23;Apple Systems;Legal Department;9696.00
20855;Ignacia C. Phillips;56;Adobe;Accounting;9960.00
20862;Griffith P. Joseph;21;Altavista;Advertising;9753.00
20867;Tamekah Z. Rice;44;Chami;Media Relations;8987.00
20880;Anne Q. Luna;24;Finale;Accounting;6613.00
20883;Cailin Q. Stein;53;Macromedia;Advertising;6712.00
20888;Ella J. Cherry;65;Lycos;Customer Relations;8811.00
20890;Violet V. Bryant;46;Sibelius;Quality Assurance;7915.00
20901;Azalia T. Gates;44;Microsoft;Media Relations;5217.00
20904;Melvin T. Barlow;68;Sibelius;Customer Relations;1572.00
20919;Ashton E. Daniel;59;Borland;Public Relations;8931.00
20927;Kirby K. Mejia;47;Lavasoft;Finances;5803.00
20929;Maggie N. Cherry;42;Finale;Legal Department;9379.00
